GUC Name,Type,Context,Category,Description,Backing Variable,Flags,ConnMgr Compatible,Risk Level,Reasoning
hba_file,string,PGC_POSTMASTER,FILE_LOCATIONS,"Sets the server's ""hba"" configuration file.",HbaFileName,GUC_DISALLOW_IN_FILE|GUC_NOT_IN_SAMPLE|GUC_SUPERUSER_ONLY,YES,NONE,"PGC_POSTMASTER - set only at server start, same for all connections. Safe."
hot_standby,bool,PGC_POSTMASTER,REPLICATION_STANDBY,Allows connections and queries during recovery.,EnableHotStandby,GUC_DISALLOW_IN_FILE|GUC_NOT_IN_SAMPLE|GUC_REPORT,YES,NONE,"PGC_POSTMASTER - set only at server start, same for all connections. Safe."
hot_standby_feedback,bool,PGC_SIGHUP,REPLICATION_STANDBY,Allows feedback from a hot standby to the primary that will avoid query conflicts.,hot_standby_feedback,GUC_DISALLOW_IN_FILE|GUC_NOT_IN_SAMPLE|GUC_REPORT,YES,NONE,"PGC_SIGHUP - changed via config file reload, applied uniformly. No direct writes found. Safe."
huge_page_size,int,PGC_POSTMASTER,RESOURCES_MEM,The size of huge page that should be requested.,huge_page_size,GUC_NOT_IN_SAMPLE|GUC_UNIT_KB|GUC_UNIT_MS,YES,NONE,"PGC_POSTMASTER - set only at server start, same for all connections. Safe."
huge_pages,enum,PGC_POSTMASTER,RESOURCES_MEM,Use of huge pages on Linux or Windows.,huge_pages,GUC_EXPLAIN|GUC_NOT_IN_SAMPLE,YES,NONE,"PGC_POSTMASTER - set only at server start, same for all connections. Safe."
ident_file,string,PGC_POSTMASTER,FILE_LOCATIONS,"Sets the server's ""ident"" configuration file.",IdentFileName,GUC_DISALLOW_IN_FILE|GUC_NOT_IN_SAMPLE|GUC_SUPERUSER_ONLY,YES,NONE,"PGC_POSTMASTER - set only at server start, same for all connections. Safe."
idle_in_transaction_session_timeout,int,PGC_USERSET,CLIENT_CONN_STATEMENT,"Sets the maximum allowed idle time between queries, when in a transaction.",IdleInTransactionSessionTimeout,GUC_UNIT_MS,YES,NONE,PGC_USERSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
idle_session_timeout,int,PGC_USERSET,CLIENT_CONN_STATEMENT,"Sets the maximum allowed idle time between queries, when not in a transaction.",IdleSessionTimeout,GUC_UNIT_MS,YES,NONE,PGC_USERSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
ignore_checksum_failure,bool,PGC_SUSET,DEVELOPER_OPTIONS,Continues processing after a checksum failure.,UNKNOWN,GUC_NOT_IN_SAMPLE,YES,NONE,PGC_SUSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
ignore_invalid_pages,bool,PGC_POSTMASTER,DEVELOPER_OPTIONS,Continues recovery after an invalid pages failure.,UNKNOWN,GUC_NOT_IN_SAMPLE,YES,NONE,"PGC_POSTMASTER - set only at server start, same for all connections. Safe."
ignore_system_indexes,bool,PGC_BACKEND,DEVELOPER_OPTIONS,Disables reading from system indexes.,IgnoreSystemIndexes,GUC_DISALLOW_IN_FILE|GUC_NOT_IN_SAMPLE|GUC_RUNTIME_COMPUTED,YES,NONE,"PGC_BACKEND. Backing var IgnoreSystemIndexes set to true in bootstrap.c:BootstrapMain and auxprocess.c:AuxiliaryProcessMain. These are bootstrap/auxiliary processes, not user sessions. RISK: NONE."
in_hot_standby,bool,PGC_INTERNAL,PRESET_OPTIONS,Shows whether hot standby is currently active.,in_hot_standby,GUC_DISALLOW_IN_FILE|GUC_NOT_IN_SAMPLE|GUC_REPORT,YES,NONE,"PGC_INTERNAL. ""Writes"" are to conn->in_hot_standby in libpq client library (fe-connect.c, fe-exec.c), which is a PGconn struct field, NOT the backend GUC variable. Backend GUC is changed only via SetConfigOption. RISK: NONE."
integer_datetimes,bool,PGC_INTERNAL,PRESET_OPTIONS,Shows whether datetimes are integer based.,integer_datetimes,GUC_DISALLOW_IN_FILE|GUC_NOT_IN_SAMPLE|GUC_REPORT,YES,NONE,PGC_INTERNAL - read-only for users. No direct writes found. Safe for connection pooling.
is_superuser,bool,PGC_INTERNAL,UNGROUPED,Shows whether the current user is a superuser.,session_auth_is_superuser,GUC_ALLOW_IN_PARALLEL|GUC_DISALLOW_IN_FILE|GUC_NOT_IN_SAMPLE|GUC_NO_RESET_ALL|GUC_NO_SHOW_ALL|GUC_REPORT,YES,NONE,PGC_INTERNAL - read-only for users. No direct writes found. Safe for connection pooling.
jit,bool,PGC_USERSET,QUERY_TUNING_OTHER,Allow JIT compilation.,jit_enabled,GUC_EXPLAIN|GUC_NOT_IN_SAMPLE,YES,NONE,PGC_USERSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
jit_above_cost,real,PGC_USERSET,QUERY_TUNING_COST,Perform JIT compilation if query is more expensive.,jit_above_cost,GUC_EXPLAIN,YES,NONE,PGC_USERSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
jit_debugging_support,bool,PGC_SU_BACKEND,DEVELOPER_OPTIONS,Register JIT-compiled functions with debugger.,jit_debugging_support,GUC_NOT_IN_SAMPLE,YES,NONE,PGC_SU_BACKEND - set at connection start only. No direct writes found. Safe.
jit_dump_bitcode,bool,PGC_SUSET,DEVELOPER_OPTIONS,Write out LLVM bitcode to facilitate JIT debugging.,jit_dump_bitcode,GUC_NOT_IN_SAMPLE,YES,NONE,PGC_SUSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
jit_expressions,bool,PGC_USERSET,DEVELOPER_OPTIONS,Allow JIT compilation of expressions.,jit_expressions,GUC_NOT_IN_SAMPLE,YES,NONE,PGC_USERSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
jit_inline_above_cost,real,PGC_USERSET,QUERY_TUNING_COST,Perform JIT inlining if query is more expensive.,jit_inline_above_cost,GUC_EXPLAIN,YES,NONE,PGC_USERSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
jit_optimize_above_cost,real,PGC_USERSET,QUERY_TUNING_COST,Optimize JIT-compiled functions if query is more expensive.,jit_optimize_above_cost,GUC_EXPLAIN,YES,NONE,PGC_USERSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
jit_profiling_support,bool,PGC_SU_BACKEND,DEVELOPER_OPTIONS,Register JIT-compiled functions with perf profiler.,jit_profiling_support,GUC_NOT_IN_SAMPLE,YES,NONE,PGC_SU_BACKEND - set at connection start only. No direct writes found. Safe.
jit_provider,string,PGC_POSTMASTER,CLIENT_CONN_PRELOAD,JIT provider to use.,jit_provider,GUC_LIST_INPUT|GUC_NOT_IN_SAMPLE|GUC_SUPERUSER_ONLY,YES,NONE,"PGC_POSTMASTER - set only at server start, same for all connections. Safe."
jit_tuple_deforming,bool,PGC_USERSET,DEVELOPER_OPTIONS,Allow JIT compilation of tuple deforming.,jit_tuple_deforming,GUC_NOT_IN_SAMPLE,YES,NONE,PGC_USERSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
join_collapse_limit,int,PGC_USERSET,QUERY_TUNING_OTHER,Sets the FROM-list size beyond which JOIN constructs are not flattened.,join_collapse_limit,GUC_EXPLAIN,YES,NONE,PGC_USERSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
krb_caseins_users,bool,PGC_SIGHUP,CONN_AUTH_AUTH,Sets whether Kerberos and GSSAPI user names should be treated as case-insensitive.,pg_krb_caseins_users,GUC_REPORT,YES,NONE,"PGC_SIGHUP - changed via config file reload, applied uniformly. No direct writes found. Safe."
krb_server_keyfile,string,PGC_SIGHUP,CONN_AUTH_AUTH,Sets the location of the Kerberos server key file.,pg_krb_server_keyfile,GUC_DISALLOW_IN_FILE|GUC_NOT_IN_SAMPLE|GUC_SUPERUSER_ONLY,YES,NONE,"PGC_SIGHUP - changed via config file reload, applied uniformly. No direct writes found. Safe."
lc_collate,string,PGC_INTERNAL,PRESET_OPTIONS,Shows the collation order locale.,locale_collate,GUC_DISALLOW_IN_FILE|GUC_LIST_INPUT|GUC_LIST_QUOTE|GUC_NOT_IN_SAMPLE,YES,NONE,PGC_INTERNAL - read-only for users. No direct writes found. Safe for connection pooling.
lc_ctype,string,PGC_INTERNAL,PRESET_OPTIONS,Shows the character classification and case conversion locale.,locale_ctype,GUC_DISALLOW_IN_FILE|GUC_LIST_INPUT|GUC_LIST_QUOTE|GUC_NOT_IN_SAMPLE,YES,NONE,PGC_INTERNAL - read-only for users. No direct writes found. Safe for connection pooling.
lc_monetary,string,PGC_USERSET,CLIENT_CONN_LOCALE,Sets the locale for formatting monetary amounts.,locale_monetary,GUC_LIST_INPUT|GUC_LIST_QUOTE|GUC_SUPERUSER_ONLY,YES,NONE,PGC_USERSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
lc_numeric,string,PGC_USERSET,CLIENT_CONN_LOCALE,Sets the locale for formatting numbers.,locale_numeric,GUC_LIST_INPUT|GUC_LIST_QUOTE|GUC_SUPERUSER_ONLY,YES,NONE,PGC_USERSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
lc_time,string,PGC_USERSET,CLIENT_CONN_LOCALE,Sets the locale for formatting date and time values.,locale_time,GUC_EXPLAIN|GUC_LIST_INPUT|GUC_LIST_QUOTE|GUC_SUPERUSER_ONLY,YES,NONE,PGC_USERSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
listen_addresses,string,PGC_POSTMASTER,CONN_AUTH_SETTINGS,Sets the host name or IP address(es) to listen to.,ListenAddresses,GUC_DISALLOW_IN_AUTO_FILE|GUC_DISALLOW_IN_FILE|GUC_LIST_INPUT|GUC_SUPERUSER_ONLY,YES,NONE,"PGC_POSTMASTER - set only at server start, same for all connections. Safe."
lo_compat_privileges,bool,PGC_SUSET,COMPAT_OPTIONS_PREVIOUS,Enables backward compatibility mode for privilege checks on large objects.,lo_compat_privileges,GUC_DISALLOW_IN_FILE|GUC_NOT_IN_SAMPLE|GUC_RUNTIME_COMPUTED,YES,NONE,PGC_SUSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
local_preload_libraries,string,PGC_USERSET,CLIENT_CONN_PRELOAD,Lists unprivileged shared libraries to preload into each backend.,local_preload_libraries_string,GUC_DISALLOW_IN_FILE|GUC_EXPLAIN|GUC_IS_NAME|GUC_LIST_INPUT|GUC_LIST_QUOTE|GUC_NOT_IN_SAMPLE|GUC_NOT_WHILE_SEC_REST|GUC_NO_RESET_ALL|GUC_NO_SHOW_ALL|GUC_REPORT,YES,NONE,PGC_USERSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
lock_timeout,int,PGC_USERSET,CLIENT_CONN_STATEMENT,Sets the maximum allowed duration of any wait for a lock.,LockTimeout,GUC_UNIT_MS,YES,NONE,PGC_USERSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
log_autovacuum_min_duration,int,PGC_SIGHUP,LOGGING_WHAT,Sets the minimum execution time above which autovacuum actions will be logged.,Log_autovacuum_min_duration,GUC_UNIT_BYTE|GUC_UNIT_MS,YES,NONE,"PGC_SIGHUP - changed via config file reload, applied uniformly. No direct writes found. Safe."
log_btree_build_stats,bool,PGC_SUSET,DEVELOPER_OPTIONS,Logs system resource usage statistics (memory and CPU) on various B-tree operations.,log_btree_build_stats,GUC_NOT_IN_SAMPLE,YES,NONE,PGC_SUSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
log_checkpoints,bool,PGC_SIGHUP,LOGGING_WHAT,Logs each checkpoint.,log_checkpoints,GUC_DISALLOW_IN_FILE|GUC_NOT_IN_SAMPLE,YES,NONE,"PGC_SIGHUP. ""Write"" is in pg_regress.c writing to config file (fputs to pg_conf). Not a direct variable modification. Config reload applies uniformly. RISK: NONE."
log_connections,bool,PGC_SU_BACKEND,LOGGING_WHAT,Logs each successful connection.,Log_connections,GUC_DISALLOW_IN_FILE|GUC_NOT_IN_SAMPLE,YES,NONE,PGC_SU_BACKEND - set at connection start only. No direct writes found. Safe.
log_destination,string,PGC_SIGHUP,LOGGING_WHERE,Sets the destination for server log output.,Log_destination_string,GUC_LIST_INPUT|GUC_SUPERUSER_ONLY,YES,NONE,"PGC_SIGHUP - changed via config file reload, applied uniformly. No direct writes found. Safe."
log_directory,string,PGC_SIGHUP,LOGGING_WHERE,Sets the destination directory for log files.,Log_directory,GUC_REPORT|GUC_SUPERUSER_ONLY,YES,NONE,"PGC_SIGHUP - changed via config file reload, applied uniformly. No direct writes found. Safe."
log_disconnections,bool,PGC_SU_BACKEND,LOGGING_WHAT,"Logs end of a session, including duration.",Log_disconnections,GUC_DISALLOW_IN_FILE|GUC_NOT_IN_SAMPLE,YES,NONE,PGC_SU_BACKEND - set at connection start only. No direct writes found. Safe.
log_duration,bool,PGC_SUSET,LOGGING_WHAT,Logs the duration of each completed SQL statement.,log_duration,,YES,NONE,PGC_SUSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
log_error_verbosity,enum,PGC_SUSET,LOGGING_WHAT,Sets the verbosity of logged messages.,Log_error_verbosity,,YES,NONE,PGC_SUSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
log_executor_stats,bool,PGC_SUSET,STATS_MONITORING,Writes executor performance statistics to the server log.,log_executor_stats,GUC_NOT_IN_SAMPLE,YES,NONE,PGC_SUSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
log_file_mode,int,PGC_SIGHUP,LOGGING_WHERE,Sets the file permissions for log files.,Log_file_mode,GUC_DISALLOW_IN_FILE|GUC_EXPLAIN|GUC_NOT_IN_SAMPLE|GUC_RUNTIME_COMPUTED|GUC_UNIT_KB,YES,NONE,"PGC_SIGHUP - changed via config file reload, applied uniformly. No direct writes found. Safe."
log_filename,string,PGC_SIGHUP,LOGGING_WHERE,Sets the file name pattern for log files.,Log_filename,GUC_REPORT|GUC_SUPERUSER_ONLY,YES,NONE,"PGC_SIGHUP - changed via config file reload, applied uniformly. No direct writes found. Safe."
log_hostname,bool,PGC_SIGHUP,LOGGING_WHAT,Logs the host name in the connection logs.,log_hostname,GUC_REPORT,YES,NONE,"PGC_SIGHUP - changed via config file reload, applied uniformly. No direct writes found. Safe."
log_line_prefix,string,PGC_SIGHUP,LOGGING_WHAT,Controls information prefixed to each log line.,Log_line_prefix,GUC_IS_NAME|GUC_LIST_INPUT|GUC_REPORT,YES,NONE,"PGC_SIGHUP - changed via config file reload, applied uniformly. No direct writes found. Safe."
log_lock_waits,bool,PGC_SUSET,LOGGING_WHAT,Logs long lock waits.,log_lock_waits,,YES,NONE,"PGC_SUSET. ""Write"" is in pg_regress.c writing to config file. Not a direct variable modification. RISK: NONE."
log_min_duration_sample,int,PGC_SUSET,LOGGING_WHEN,Sets the minimum execution time above which a sample of statements will be logged. Sampling is determined by log_statement_sample_rate.,log_min_duration_sample,GUC_UNIT_BYTE|GUC_UNIT_MS,YES,NONE,PGC_SUSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
log_min_duration_statement,int,PGC_SUSET,LOGGING_WHEN,Sets the minimum execution time above which all statements will be logged.,log_min_duration_statement,GUC_UNIT_BYTE|GUC_UNIT_MS,YES,NONE,PGC_SUSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
log_min_error_statement,enum,PGC_SUSET,LOGGING_WHEN,Causes all statements generating error at or above this level to be logged.,log_min_error_statement,,YES,NONE,PGC_SUSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
log_min_messages,enum,PGC_SUSET,LOGGING_WHEN,Sets the message levels that are logged.,log_min_messages,,YES,NONE,"PGC_SUSET. Save/restore in postgres.c:yb_parse_query_silently with PG_TRY/PG_CATCH. SAFE in transaction pooling: restored within the same query processing, before ReadyForQuery."
log_parameter_max_length,int,PGC_SUSET,LOGGING_WHAT,Sets the maximum length in bytes of data logged for bind parameter values when logging statements.,log_parameter_max_length,GUC_UNIT_BLOCKS|GUC_UNIT_BYTE|GUC_UNIT_MS,YES,NONE,PGC_SUSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
log_parameter_max_length_on_error,int,PGC_USERSET,LOGGING_WHAT,"Sets the maximum length in bytes of data logged for bind parameter values when logging statements, on error.",log_parameter_max_length_on_error,GUC_EXPLAIN|GUC_UNIT_BLOCKS|GUC_UNIT_BYTE|GUC_UNIT_MS,YES,NONE,PGC_USERSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
log_parser_stats,bool,PGC_SUSET,STATS_MONITORING,Writes parser performance statistics to the server log.,log_parser_stats,GUC_NOT_IN_SAMPLE,YES,NONE,PGC_SUSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
log_planner_stats,bool,PGC_SUSET,STATS_MONITORING,Writes planner performance statistics to the server log.,log_planner_stats,GUC_NOT_IN_SAMPLE,YES,NONE,PGC_SUSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
log_recovery_conflict_waits,bool,PGC_SIGHUP,LOGGING_WHAT,Logs standby recovery conflict waits.,log_recovery_conflict_waits,GUC_REPORT,YES,NONE,"PGC_SIGHUP - changed via config file reload, applied uniformly. No direct writes found. Safe."
log_replication_commands,bool,PGC_SUSET,LOGGING_WHAT,Logs each replication command.,log_replication_commands,GUC_DISALLOW_IN_FILE|GUC_NOT_IN_SAMPLE,YES,NONE,PGC_SUSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
log_rotation_age,int,PGC_SIGHUP,LOGGING_WHERE,Sets the amount of time to wait before forcing log file rotation.,Log_RotationAge,GUC_DISALL|GUC_DISALLOW_IN_FILE|GUC_NOT_IN_SAMPLE|GUC_UNIT_KB|GUC_UNIT_MIN,YES,NONE,"PGC_SIGHUP - changed via config file reload, applied uniformly. No direct writes found. Safe."
log_rotation_size,int,PGC_SIGHUP,LOGGING_WHERE,Sets the maximum size a log file can reach before being rotated.,Log_RotationSize,GUC_DISALLOW_IN_FILE|GUC_NOT_IN_SAMPLE|GUC_UNIT_BLOCKS|GUC_UNIT_KB,YES,NONE,"PGC_SIGHUP - changed via config file reload, applied uniformly. No direct writes found. Safe."
log_startup_progress_interval,int,PGC_SIGHUP,LOGGING_WHEN,Time between progress updates for long-running startup operations.,log_startup_progress_interval,GUC_UNIT_MS,YES,NONE,"PGC_SIGHUP - changed via config file reload, applied uniformly. No direct writes found. Safe."
log_statement,enum,PGC_SUSET,LOGGING_WHAT,Sets the type of statements logged.,log_statement,,YES,NONE,PGC_SUSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
log_statement_sample_rate,real,PGC_SUSET,LOGGING_WHEN,Fraction of statements exceeding log_min_duration_sample to be logged.,log_statement_sample_rate,,YES,NONE,PGC_SUSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
log_statement_stats,bool,PGC_SUSET,STATS_MONITORING,Writes cumulative performance statistics to the server log.,log_statement_stats,GUC_NOT_IN_SAMPLE,YES,NONE,PGC_SUSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
log_temp_files,int,PGC_SUSET,LOGGING_WHAT,Log the use of temporary files larger than this number of kilobytes.,log_temp_files,GUC_NOT_IN_SAMPLE|GUC_UNIT_BYTE|GUC_UNIT_KB|GUC_UNIT_MS,YES,NONE,"PGC_SUSET. ""Write"" in pg_regress.c is config file generation. Not direct variable modification. RISK: NONE."
log_timezone,string,PGC_SIGHUP,LOGGING_WHAT,Sets the time zone to use in log messages.,log_timezone_string,GUC_IS_NAME|GUC_LIST_INPUT|GUC_LIST_QUOTE|GUC_REPORT,YES,NONE,"PGC_SIGHUP - changed via config file reload, applied uniformly. No direct writes found. Safe."
log_transaction_sample_rate,real,PGC_SUSET,LOGGING_WHEN,Sets the fraction of transactions from which to log all statements.,log_xact_sample_rate,,YES,NONE,PGC_SUSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
log_truncate_on_rotation,bool,PGC_SIGHUP,LOGGING_WHERE,Truncate existing log files of same name during log rotation.,Log_truncate_on_rotation,GUC_DISALLOW_IN_FILE|GUC_EXPLAIN|GUC_NOT_IN_SAMPLE|GUC_REPORT,YES,NONE,"PGC_SIGHUP - changed via config file reload, applied uniformly. No direct writes found. Safe."
logging_collector,bool,PGC_POSTMASTER,LOGGING_WHERE,"Start a subprocess to capture stderr, csvlog and/or jsonlog into log files.",Logging_collector,GUC_EXPLAIN|GUC_NOT_IN_SAMPLE,YES,NONE,"PGC_POSTMASTER - set only at server start, same for all connections. Safe."
logical_decoding_work_mem,int,PGC_USERSET,RESOURCES_MEM,Sets the maximum memory to be used for logical decoding.,logical_decoding_work_mem,GUC_UNIT_KB,YES,NONE,PGC_USERSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
maintenance_io_concurrency,int,PGC_USERSET,RESOURCES_ASYNCHRONOUS,A variant of effective_io_concurrency that is used for maintenance work.,maintenance_io_concurrency,GUC_EXPLAIN|GUC_UNIT_BLOCKS,YES,NONE,PGC_USERSET. Assign hook writes only. Standard GUC mechanism. RISK: NONE.
maintenance_work_mem,int,PGC_USERSET,RESOURCES_MEM,Sets the maximum memory to be used for maintenance operations.,maintenance_work_mem,GUC_UNIT_KB,YES,NONE,PGC_USERSET. Direct write in vacuumparallel.c:parallel_vacuum_main sets the worker's maintenance_work_mem from shared leader value. Parallel vacuum workers are separate processes that exit after completion. User sessions change this via SET only. RISK: NONE.
max_connections,int,PGC_POSTMASTER,CONN_AUTH_SETTINGS,Sets the maximum number of concurrent connections.,MaxConnections,GUC_DISALLOW_IN_FILE|GUC_NOT_IN_SAMPLE|GUC_RUNTIME_COMPUTED|GUC_UNIT_BLOCKS|GUC_UNIT_MB,YES,NONE,"PGC_POSTMASTER - set only at server start, same for all connections. Safe."
max_files_per_process,int,PGC_POSTMASTER,RESOURCES_KERNEL,Sets the maximum number of simultaneously open files for each server process.,max_files_per_process,GUC_NOT_IN_SAMPLE|GUC_UNIT_MS,YES,NONE,"PGC_POSTMASTER - set only at server start, same for all connections. Safe."
max_function_args,int,PGC_INTERNAL,PRESET_OPTIONS,Shows the maximum number of function arguments.,max_function_args,GUC_DISALLOW_IN_FILE|GUC_NOT_IN_SAMPLE|GUC_UNIT_BLOCKS,YES,NONE,PGC_INTERNAL - read-only for users. No direct writes found. Safe for connection pooling.
max_identifier_length,int,PGC_INTERNAL,PRESET_OPTIONS,Shows the maximum identifier length.,max_identifier_length,GUC_DISALLOW_IN_FI|GUC_DISALLOW_IN_FILE|GUC_NOT_IN_SAMPLE|GUC_UNIT_BLOCKS|GUC_UNIT_BYTE|GUC_UNIT_MS,YES,NONE,PGC_INTERNAL - read-only for users. No direct writes found. Safe for connection pooling.
max_index_keys,int,PGC_INTERNAL,PRESET_OPTIONS,Shows the maximum number of index keys.,max_index_keys,GUC_DISALLOW_IN_FILE|GUC_NOT_IN_SAMPLE|GUC_UNIT_BLOCKS|GUC_UNIT_MS,YES,NONE,PGC_INTERNAL - read-only for users. No direct writes found. Safe for connection pooling.
max_locks_per_transaction,int,PGC_POSTMASTER,LOCK_MANAGEMENT,Sets the maximum number of locks per transaction.,max_locks_per_xact,,YES,NONE,"PGC_POSTMASTER - set only at server start, same for all connections. Safe."
max_logical_replication_workers,int,PGC_POSTMASTER,REPLICATION_SUBSCRIBERS,Maximum number of logical replication worker processes.,max_logical_replication_workers,GUC_DISALLOW|GUC_DISALLOW_IN_FILE|GUC_NOT_IN_SAMPLE|GUC_UNIT_KB|GUC_UNIT_MIN,YES,NONE,"PGC_POSTMASTER - set only at server start, same for all connections. Safe."
max_parallel_maintenance_workers,int,PGC_USERSET,RESOURCES_ASYNCHRONOUS,Sets the maximum number of parallel processes per maintenance operation.,max_parallel_maintenance_workers,GUC_EXPLAIN|GUC_UNIT_KB|GUC_UNIT_MIN,YES,NONE,PGC_USERSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
max_parallel_workers,int,PGC_USERSET,RESOURCES_ASYNCHRONOUS,Sets the maximum number of parallel workers that can be active at one time.,max_parallel_workers,GUC_EXPLAIN|GUC_UNIT_KB|GUC_UNIT_MIN|GUC_UNIT_S,YES,NONE,PGC_USERSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
max_parallel_workers_per_gather,int,PGC_USERSET,RESOURCES_ASYNCHRONOUS,Sets the maximum number of parallel processes per executor node.,max_parallel_workers_per_gather,GUC_EXPLAIN|GUC_UNIT_KB|GUC_UNIT_MIN|GUC_UNIT_S,YES,NONE,PGC_USERSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
max_pred_locks_per_page,int,PGC_SIGHUP,LOCK_MANAGEMENT,Sets the maximum number of predicate-locked tuples per page.,max_predicate_locks_per_page,GUC_NOT_IN_SAMPLE|GUC_UNIT_BYTE|GUC_UNIT_MB|GUC_UNIT_S,YES,NONE,"PGC_SIGHUP - changed via config file reload, applied uniformly. No direct writes found. Safe."
max_pred_locks_per_relation,int,PGC_SIGHUP,LOCK_MANAGEMENT,Sets the maximum number of predicate-locked pages and tuples per relation.,max_predicate_locks_per_relation,GUC_NOT_IN_SAMPLE|GUC_UNIT_S,YES,NONE,"PGC_SIGHUP - changed via config file reload, applied uniformly. No direct writes found. Safe."
max_pred_locks_per_transaction,int,PGC_POSTMASTER,LOCK_MANAGEMENT,Sets the maximum number of predicate locks per transaction.,max_predicate_locks_per_xact,GUC_UNIT_S,YES,NONE,"PGC_POSTMASTER - set only at server start, same for all connections. Safe."
max_prepared_transactions,int,PGC_POSTMASTER,RESOURCES_MEM,Sets the maximum number of simultaneously prepared transactions.,max_prepared_xacts,GUC_NOT_IN_SAMPLE|GUC_UNIT_MS,YES,NONE,"PGC_POSTMASTER - set only at server start, same for all connections. Safe."
max_replication_slots,int,PGC_POSTMASTER,REPLICATION_SENDING,Sets the maximum number of simultaneously defined replication slots.,max_replication_slots,GUC_UNIT_MB|GUC_UNIT_MS,YES,NONE,"PGC_POSTMASTER. ""Writes"" are error message strings referencing the variable name. No actual direct writes. Set only at server start. RISK: NONE."
max_slot_wal_keep_size,int,PGC_SIGHUP,REPLICATION_SENDING,Sets the maximum WAL size that can be reserved by replication slots.,max_slot_wal_keep_size_mb,GUC_UNIT_MB|GUC_UNIT_MS,YES,NONE,"PGC_SIGHUP - changed via config file reload, applied uniformly. No direct writes found. Safe."
